FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state,STARTUP_RATE,EXIT_RATE,JOB_CREATION_RATE,JOB_DESTRUCTION_RATE,FIRM_DEATH_RATE,STATE_NAME
26750,35930,572199,1977,2749,3015,69222,61615,7607,2011,54,7.65,8.39,12.1,10.77,7.39,West Virginia
97019,126207,2351982,6683,9512,10629,253908,220616,33292,2011,55,7.54,8.42,10.8,9.38,6.89,Wisconsin
15395,18151,205543,1083,1876,1705,29599,26495,3104,2011,56,10.34,9.39,14.4,12.89,7.03,Wyoming
68004,91810,1586610,4986,7849,7902,205162,208941,-3779,2012,1,8.55,8.61,12.93,13.17,7.33,Alabama
13719,17420,257575,883,1728,1653,37282,34527,2755,2012,2,9.92,9.49,14.47,13.4,6.44,Alaska
87971,117392,2139984,7767,12977,12806,319409,299629,19780,2012,4,11.05,10.91,14.93,14.0,8.83,Arizona
45708,59859,973813,3300,5057,5132,116848,120221,-3373,2012,5,8.45,8.57,12.0,12.35,7.22,Arkansas
606523,766165,12815373,47010,84832,76632,1863421,1585223,278198,2012,6,11.07,10.0,14.54,12.37,7.75,California
107375,133395,1989863,8425,15110,14193,293295,238284,55011,2012,8,11.33,10.64,14.74,11.97,7.85,Colorado
64409,80772,1458243,4062,7063,6770,182782,155435,27347,2012,9,8.74,8.38,12.53,10.66,6.31,Connecticut
16864,21495,360362,1190,2105,2114,48218,45509,2709,2012,10,9.79,9.83,13.38,12.63,7.06,Delaware
15638,19993,478681,863,1839,1857,65028,56318,8710,2012,11,9.2,9.29,13.58,11.77,5.52,District of Columbia
355871,446792,6891848,30386,58135,48259,1124811,880169,244642,2012,12,13.01,10.8,16.32,12.77,8.54,Florida
147920,194623,3372420,12292,21102,20534,473167,428426,44741,2012,13,10.84,10.55,14.03,12.7,8.31,Georgia
22686,29148,489420,1449,2324,2534,58599,51076,7523,2012,15,7.97,8.69,11.97,10.44,6.39,Hawaii
31248,38030,494828,2368,3989,3876,71062,58395,12667,2012,16,10.49,10.19,14.36,11.8,7.58,Idaho
218472,278333,5093715,15494,26663,26287,663232,585100,78132,2012,17,9.58,9.44,13.02,11.49,7.09,Illinois
98600,132831,2504650,6654,11332,11147,337221,265060,72161,2012,18,8.53,8.39,13.46,10.58,6.75,Indiana
56139,73776,1284141,3318,5739,5448,148962,124119,24843,2012,19,7.78,7.38,11.6,9.67,5.91,Iowa
52640,68141,1146808,3453,5692,5768,144992,123787,21205,2012,20,8.35,8.46,12.64,10.79,6.56,Kansas
61602,83038,1479956,4234,7016,6893,197788,165478,32310,2012,21,8.45,8.3,13.36,11.18,6.87,Kentucky
73961,96749,1632398,4919,8602,8075,223456,195873,27583,2012,22,8.89,8.35,13.69,12.0,6.65,Louisiana
28247,35122,484124,1934,3191,3269,56652,51143,5509,2012,23,9.09,9.31,11.7,10.56,6.85,Maine
95637,121990,2138727,6219,11511,10725,283377,249412,33965,2012,24,9.44,8.79,13.25,11.66,6.5,Maryland
122171,154560,3034067,7430,14056,12870,358424,294839,63585,2012,25,9.09,8.33,11.81,9.72,6.08,Massachusetts
151467,196073,3457355,10205,17171,16996,470099,386493,83606,2012,26,8.76,8.67,13.6,11.18,6.74,Michigan
100262,128409,2458099,6435,11315,10972,309520,240005,69515,2012,27,8.81,8.54,12.59,9.76,6.42,Minnesota
41394,55107,898859,2991,4383,4672,101572,96087,5485,2012,28,7.95,8.48,11.3,10.69,7.23,Mississippi
101163,133285,2310992,8196,12679,12929,288164,255981,32183,2012,29,9.51,9.7,12.47,11.08,8.1,Missouri
26782,31582,341186,1744,3267,2919,44611,38419,6192,2012,30,10.34,9.24,13.08,11.26,6.51,Montana
37382,47448,772789,2201,3933,3613,93529,78193,15336,2012,31,8.29,7.61,12.1,10.12,5.89,Nebraska
40941,52712,1017522,3928,6505,6185,143225,123454,19771,2012,32,12.34,11.73,14.08,12.13,9.59,Nevada
27508,34052,548282,1770,3105,2905,61497,67965,-6468,2012,33,9.12,8.53,11.22,12.4,6.43,New Hampshire
170862,205740,3428654,12612,21627,19804,458994,405711,53283,2012,34,10.51,9.63,13.39,11.83,7.38,New Jersey
31616,40327,592591,2314,3754,3753,75540,77558,-2018,2012,35,9.31,9.31,12.75,13.09,7.32,New Mexico
392118,467475,7491806,30054,50675,44321,968972,807157,161815,2012,36,10.84,9.48,12.93,10.77,7.66,New York
149422,198773,3332011,11156,19458,18430,443192,375680,67512,2012,37,9.79,9.27,13.3,11.27,7.47,North Carolina
16983,20927,331673,975,2286,1491,55272,32050,23222,2012,38,10.92,7.12,16.66,9.66,5.74,North Dakota
168665,231049,4525541,10941,18946,18918,591059,490524,100535,2012,39,8.2,8.19,13.06,10.84,6.49,Ohio
65155,83739,1294559,4475,7797,7122,181371,150193,31178,2012,40,9.31,8.5,14.01,11.6,6.87,Oklahoma
77544,96830,1359430,5487,9652,9329,177395,152501,24894,2012,41,9.97,9.63,13.05,11.22,7.08,Oregon
208231,274298,5145124,12719,22261,21721,630756,541987,88769,2012,42,8.12,7.92,12.26,10.53,6.11,Pennsylvania
21218,25195,405153,1396,2337,2313,46744,46071,673,2012,44,9.28,9.18,11.54,11.37,6.58,Rhode Island
70481,93623,1558686,5010,8350,8251,204575,173447,31128,2012,45,8.92,8.81,13.12,11.13,7.11,South Carolina
19255,23460,335608,1206,2103,1836,42377,33670,8707,2012,46,8.96,7.83,12.63,10.03,6.26,South Dakota
88587,122175,2364863,6662,10671,10812,310490,255862,54628,2012,47,8.73,8.85,13.13,10.82,7.52,Tennessee
363094,493816,9318290,27443,53255,45137,1452323,1100938,351385,2012,48,10.78,9.14,15.59,11.81,7.56,Texas
49779,61294,1060002,4063,7613,6472,157122,118242,38880,2012,49,12.42,10.56,14.82,11.15,8.16,Utah
16063,18960,265688,1026,1671,1612,36624,26190,10434,2012,50,8.81,8.5,13.78,9.86,6.39,Vermont
132786,176744,3092782,9459,16652,16202,437803,383573,54230,2012,51,9.42,9.17,14.16,12.4,7.12,Virginia
124494,155922,2317324,9622,16091,15962,308820,275432,33388,2012,53,10.32,10.24,13.33,11.89,7.73,Washington
26549,35711,582689,1736,2651,2868,73335,62502,10833,2012,54,7.42,8.03,12.59,10.73,6.54,West Virginia
96784,126068,2385981,6163,9992,10105,266127,233571,32556,2012,55,7.93,8.02,11.15,9.79,6.37,Wisconsin
15562,18344,212867,1074,1871,1675,32302,26431,5871,2012,56,10.2,9.13,15.17,12.42,6.9,Wyoming
67615,91425,1597356,4867,7444,7803,194114,181502,12612,2013,1,8.14,8.53,12.15,11.36,7.2,Alabama
13799,17542,264968,927,1749,1626,34459,27194,7265,2013,2,9.97,9.27,13.0,10.26,6.72,Alaska
88748,118468,2188065,7351,13076,11965,310350,260322,50028,2013,4,11.04,10.1,14.18,11.9,8.28,Arizona
45563,59902,975156,3370,5215,5183,116623,115602,1021,2013,5,8.71,8.65,11.96,11.85,7.4,Arkansas
612090,772450,13236278,48367,84097,77560,1969673,1540027,429646,2013,6,10.89,10.04,14.88,11.63,7.9,California
108949,135168,2045794,8357,15547,13740,300099,244351,55748,2013,8,11.5,10.17,14.67,11.94,7.67,Colorado
64187,80731,1459612,4225,6948,6961,159802,158379,1423,2013,9,8.61,8.62,10.95,10.85,6.58,Connecticut
16883,21562,372042,1131,2056,1962,52710,41320,11390,2013,10,9.54,9.1,14.17,11.11,6.7,Delaware
15807,20370,486130,886,2156,1769,56451,49103,7348,2013,11,10.58,8.68,11.61,10.1,5.61,District of Columbia
362091,453765,7112543,31490,55939,48891,1071981,889461,182520,2013,12,12.33,10.77,15.07,12.51,8.7,Florida
148978,195956,3444315,11762,20517,19146,467785,395744,72041,2013,13,10.47,9.77,13.58,11.49,7.9,Georgia
22731,29222,502932,1407,2482,2395,61615,48381,13234,2013,15,8.49,8.2,12.25,9.62,6.19,Hawaii
31490,38322,512983,2398,4031,3728,73299,56156,17143,2013,16,10.52,9.73,14.29,10.95,7.62,Idaho
218219,278384,5152147,15904,26192,26072,634066,574838,59228,2013,17,9.41,9.37,12.31,11.16,7.29,Illinois
98013,132203,2543760,6765,10304,10907,301348,262941,38407,2013,18,7.79,8.25,11.85,10.34,6.9,Indiana
55596,73541,1297739,3436,5405,5628,136246,122077,14169,2013,19,7.35,7.65,10.5,9.41,6.18,Iowa
52254,67809,1161037,3553,5444,5751,139863,123906,15957,2013,20,8.03,8.48,12.05,10.67,6.8,Kansas
61693,83386,1504530,4327,7325,6933,193392,169847,23545,2013,21,8.78,8.31,12.85,11.29,7.01,Kentucky
73987,96850,1670852,5018,8128,8027,240831,200564,40267,2013,22,8.39,8.29,14.41,12.0,6.78,Louisiana
28125,35076,484586,1789,3069,3101,54168,54769,-601,2013,23,8.75,8.84,11.18,11.3,6.36,Maine
95774,122621,2173698,6462,11553,10890,284851,250661,34190,2013,24,9.42,8.88,13.1,11.53,6.75,Maryland
122580,155264,3082680,7670,13718,12948,348185,300292,47893,2013,25,8.84,8.34,11.29,9.74,6.26,Massachusetts
151231,195661,3510022,10345,16461,16817,436399,367817,68582,2013,26,8.41,8.59,12.43,10.48,6.84,Michigan
100279,128884,2507734,6374,11140,10611,301155,264209,36946,2013,27,8.64,8.23,12.01,10.54,6.36,Minnesota
41125,54861,897853,2902,4242,4414,97393,94272,3121,2013,28,7.73,8.05,10.85,10.5,7.06,Mississippi
103076,135461,2347543,7652,13781,12090,278657,244911,33746,2013,29,10.17,8.93,11.87,10.43,7.42,Missouri
26976,31843,352379,1872,3227,2962,49041,37836,11205,2013,30,10.13,9.3,13.92,10.74,6.94,Montana
37333,47566,777105,2287,3839,3708,87937,84641,3296,2013,31,8.07,7.8,11.32,10.89,6.13,Nebraska
41468,53322,1050439,3848,6547,5859,162510,128731,33779,2013,32,12.28,10.99,15.47,12.25,9.28,Nevada
27419,34103,550757,1784,2883,2824,62264,59410,2854,2013,33,8.45,8.28,11.31,10.79,6.51,New Hampshire
171131,206475,3466248,13079,20848,20099,460839,422094,38745,2013,34,10.1,9.73,13.3,12.18,7.64,New Jersey
31461,40202,592449,2347,3610,3704,79414,79434,-20,2013,35,8.98,9.21,13.4,13.41,7.46,New Mexico
394909,470063,7626544,30822,49041,46327,978350,851333,127017,2013,36,10.43,9.86,12.83,11.16,7.8,New York
149525,199550,3390993,11311,18909,18074,441142,377616,63526,2013,37,9.48,9.06,13.01,11.14,7.56,North Carolina
17345,21479,342644,1124,2265,1706,52402,41447,10955,2013,38,10.55,7.94,15.29,12.1,6.48,North Dakota
167458,230255,4554797,11141,18059,18768,543405,514684,28721,2013,39,7.84,8.15,11.93,11.3,6.65,Ohio
65520,84237,1319405,4521,7643,7121,175392,149837,25555,2013,40,9.07,8.45,13.29,11.36,6.9,Oklahoma
78342,97925,1398488,5371,9824,8704,183878,145576,38302,2013,41,10.03,8.89,13.15,10.41,6.86,Oregon
207558,274980,5158236,13105,22366,21747,587324,577770,9554,2013,42,8.13,7.91,11.39,11.2,6.31,Pennsylvania
21068,25123,409028,1400,2175,2243,45314,41126,4188,2013,44,8.66,8.93,11.08,10.05,6.65,Rhode Island
70682,93836,1583098,5063,8333,8082,193986,168851,25135,2013,45,8.88,8.61,12.25,10.67,7.16,South Carolina
19315,23585,340511,1155,1941,1807,40460,35289,5171,2013,46,8.23,7.66,11.88,10.36,5.98,South Dakota
88671,122530,2407942,6524,10924,10521,313735,269968,43767,2013,47,8.92,8.59,13.03,11.21,7.36,Tennessee
369218,502054,9634995,27842,53008,44636,1451040,1145538,305502,2013,48,10.56,8.89,15.06,11.89,7.54,Texas
50854,62613,1090134,3747,7476,6139,159255,129537,29718,2013,49,11.94,9.8,14.61,11.88,7.37,Utah
15934,18853,256110,968,1440,1537,28207,35797,-7590,2013,50,7.64,8.15,11.01,13.98,6.08,Vermont
133192,177643,3115064,9249,16999,16051,411182,383093,28089,2013,51,9.57,9.04,13.2,12.3,6.94,Virginia
125777,157412,2408701,9379,16674,15133,348593,277410,71183,2013,53,10.59,9.61,14.47,11.52,7.46,Washington
26027,35233,577961,1817,2525,2969,65765,68498,-2733,2013,54,7.17,8.43,11.38,11.85,6.98,West Virginia
96130,125583,2408334,6053,9627,10077,257412,234246,23166,2013,55,7.67,8.02,10.69,9.73,6.3,Wisconsin
15494,18336,213295,1122,1745,1741,28628,27958,670,2013,56,9.52,9.49,13.42,13.11,7.24,Wyoming
67517,91824,1600965,4517,7429,7051,190219,184135,6084,2014,1,8.09,7.68,11.88,11.5,6.69,Alabama
13824,17719,264091,947,1763,1588,37109,36397,712,2014,2,9.95,8.96,14.05,13.78,6.85,Alaska
89711,120422,2242326,7192,13398,11469,340008,287317,52691,2014,4,11.13,9.52,15.16,12.81,8.02,Arizona
45450,59927,984978,3236,4889,4867,113948,104813,9135,2014,5,8.16,8.12,11.57,10.64,7.12,Arkansas
623004,786686,13593874,47268,87998,73911,1985662,1622224,363438,2014,6,11.19,9.4,14.61,11.93,7.59,California
110986,138032,2114086,8402,16099,13251,316300,246848,69452,2014,8,11.66,9.6,14.96,11.68,7.57,Colorado
64009,80908,1474807,4173,6888,6734,168578,155019,13559,2014,9,8.51,8.32,11.43,10.51,6.52,Connecticut
16977,21646,384721,1116,2040,1958,54596,42062,12534,2014,10,9.42,9.05,14.19,10.93,6.57,Delaware
15968,20630,492918,924,1994,1734,60131,52581,7550,2014,11,9.67,8.41,12.2,10.67,5.79,District of Columbia
368185,462106,7353791,31876,57244,48953,1137179,873712,263467,2014,12,12.39,10.59,15.46,11.88,8.66,Florida
150245,198583,3515143,11734,21161,18565,471252,397990,73262,2014,13,10.66,9.35,13.41,11.32,7.81,Georgia
22708,29426,519870,1504,2489,2288,63086,46523,16563,2014,15,8.46,7.78,12.13,8.95,6.62,Hawaii
32211,39223,530655,2156,4246,3346,77385,59228,18157,2014,16,10.83,8.53,14.58,11.16,6.69,Idaho
218155,279413,5285387,15625,26152,25180,673604,544622,128982,2014,17,9.36,9.01,12.74,10.3,7.16,Illinois
97403,132165,2603173,6646,10618,10657,309258,250198,59060,2014,18,8.03,8.06,11.88,9.61,6.82,Indiana
55497,73573,1306392,3323,5267,5239,124533,116039,8494,2014,19,7.16,7.12,9.53,8.88,5.99,Iowa
52411,68226,1180781,3362,5735,5328,147637,127215,20422,2014,20,8.41,7.81,12.5,10.77,6.41,Kansas
62157,84411,1533026,4281,7765,6763,198735,169719,29016,2014,21,9.2,8.01,12.96,11.07,6.89,Kentucky
74023,97401,1701816,4877,8222,7679,212152,186313,25839,2014,22,8.44,7.88,12.47,10.95,6.59,Louisiana
28224,35325,491207,1735,3180,2934,56161,49876,6285,2014,23,9.0,8.31,11.43,10.15,6.15,Maine
95934,123603,2199574,6541,11754,10794,260057,234849,25208,2014,24,9.51,8.73,11.82,10.68,6.82,Maryland
123279,156383,3087365,7673,13496,12387,336345,320460,15885,2014,25,8.63,7.92,10.89,10.38,6.22,Massachusetts
151171,196177,3582805,10227,16549,16040,440035,361519,78516,2014,26,8.44,8.18,12.28,10.09,6.77,Michigan
100792,130365,2557258,6284,11518,10080,286728,238947,47781,2014,27,8.84,7.73,11.21,9.34,6.23,Minnesota
41087,55078,908237,2809,4420,4217,99071,88673,10398,2014,28,8.02,7.66,10.91,9.76,6.84,Mississippi
105296,138400,2398526,8057,14928,12240,284925,234742,50183,2014,29,10.79,8.84,11.88,9.79,7.65,Missouri
27116,32103,361448,1827,3130,2874,48606,39188,9418,2014,30,9.75,8.95,13.45,10.84,6.74,Montana
37790,48182,791001,2071,3953,3351,86326,70959,15367,2014,31,8.2,6.95,10.91,8.97,5.48,Nebraska
42492,54706,1086794,3644,6973,5603,151490,117211,34279,2014,32,12.75,10.24,13.94,10.79,8.58,Nevada
27350,34318,562705,1716,2924,2716,64780,51873,12907,2014,33,8.52,7.91,11.51,9.22,6.27,New Hampshire
171070,207180,3503310,13214,20760,20077,437928,408822,29106,2014,34,10.02,9.69,12.5,11.67,7.72,New Jersey
31290,40193,615524,2306,3504,3518,87642,65584,22058,2014,35,8.72,8.75,14.24,10.65,7.37,New Mexico
397272,473739,7807270,31695,49598,45966,1017254,845099,172155,2014,36,10.47,9.7,13.03,10.82,7.98,New York
149938,200627,3444588,11132,18830,17776,418341,366955,51386,2014,37,9.39,8.86,12.14,10.65,7.42,North Carolina
17707,22066,357801,1171,2282,1705,53427,37909,15518,2014,38,10.34,7.73,14.93,10.59,6.61,North Dakota
166713,230933,4613100,10643,18053,17434,524468,469457,55011,2014,39,7.82,7.55,11.37,10.18,6.38,Ohio
65871,85015,1353627,4584,7622,6860,179145,144369,34776,2014,40,8.97,8.07,13.23,10.67,6.96,Oklahoma
79364,99349,1435349,5441,9917,8510,186125,149629,36496,2014,41,9.98,8.57,12.97,10.42,6.86,Oregon
207123,275340,5230799,13106,22050,21712,579902,509938,69964,2014,42,8.01,7.89,11.09,9.75,6.33,Pennsylvania
20980,25160,420020,1355,2215,2177,51062,39922,11140,2014,44,8.8,8.65,12.16,9.5,6.46,Rhode Island
70999,94601,1611324,5057,8702,7942,200189,159722,40467,2014,45,9.2,8.4,12.42,9.91,7.12,South Carolina
19366,23689,347675,1183,1888,1785,38598,31309,7289,2014,46,7.97,7.54,11.1,9.01,6.11,South Dakota
88666,123382,2458839,6433,10983,10170,297859,247875,49984,2014,47,8.9,8.24,12.11,10.08,7.26,Tennessee
376035,512866,9914470,28049,55213,44490,1454276,1179155,275121,2014,48,10.77,8.67,14.67,11.89,7.46,Texas
52097,64131,1138819,3875,7632,6125,167093,124149,42944,2014,49,11.9,9.55,14.67,10.9,7.44,Utah
15921,18866,260549,956,1519,1512,28034,24772,3262,2014,50,8.05,8.01,10.76,9.51,6.0,Vermont
133602,179126,3140932,9504,16801,15332,389869,359828,30041,2014,51,9.38,8.56,12.41,11.46,7.11,Virginia
127571,159734,2477277,9092,16559,14270,322555,252767,69788,2014,53,10.37,8.93,13.02,10.2,7.13,Washington
25509,34853,574029,1771,2439,2833,63827,67068,-3241,2014,54,7.0,8.13,11.12,11.68,6.94,West Virginia
96169,126171,2438325,5809,9785,9226,259296,208549,50747,2014,55,7.76,7.31,10.63,8.55,6.04,Wisconsin
15530,18454,219146,1050,1718,1597,30760,24648,6112,2014,56,9.31,8.65,14.04,11.25,6.76,Wyoming
67442,92446,1637725,4614,7824,7215,199131,162466,36665,2015,1,8.46,7.8,12.16,9.92,6.84,Alabama
13916,17897,266548,933,1757,1576,36225,33830,2395,2015,2,9.82,8.81,13.59,12.69,6.7,Alaska
90991,122127,2312534,7091,13382,11672,332213,262238,69975,2015,4,10.96,9.56,14.37,11.34,7.79,Arizona
45388,60159,998214,3097,5116,4895,120146,107710,12436,2015,5,8.5,8.14,12.04,10.79,6.82,Arkansas
633030,800768,14071898,49005,89248,75223,2026439,1554879,471560,2015,6,11.15,9.39,14.4,11.05,7.74,California
113172,140858,2194516,8676,16724,13880,333311,245497,87814,2015,8,11.87,9.85,15.19,11.19,7.67,Colorado
63778,81028,1498026,4153,6887,6773,176554,156864,19690,2015,9,8.5,8.36,11.79,10.47,6.51,Connecticut
17146,21875,391678,1129,2175,1967,52655,45943,6712,2015,10,9.94,8.99,13.44,11.73,6.58,Delaware
16197,20856,508079,982,2207,1980,73887,57855,16032,2015,11,10.58,9.49,14.54,11.39,6.06,District of Columbia
376405,472860,7700573,31445,59392,48670,1167509,842472,325037,2015,12,12.56,10.29,15.16,10.94,8.35,Florida
152389,201782,3651704,11442,21695,18507,528544,398035,130509,2015,13,10.75,9.17,14.47,10.9,7.51,Georgia
22743,29561,523961,1482,2484,2348,55133,51420,3713,2015,15,8.4,7.94,10.52,9.81,6.52,Hawaii
32794,40036,549580,2206,4259,3457,73481,55527,17954,2015,16,10.64,8.63,13.37,10.1,6.73,Idaho
219596,281445,5358132,15059,26693,24685,710532,602305,108227,2015,17,9.48,8.77,13.26,11.24,6.86,Illinois
97712,133708,2670537,6208,11535,9993,330885,260922,69963,2015,18,8.63,7.47,12.39,9.77,6.35,Indiana
55742,74136,1336830,3237,5720,5196,143775,113028,30747,2015,19,7.72,7.01,10.75,8.45,5.81,Iowa
52426,68581,1193410,3465,5780,5415,149956,136192,13764,2015,20,8.43,7.9,12.57,11.41,6.61,Kansas
62175,85104,1576810,4277,7322,6647,194604,152112,42492,2015,21,8.6,7.81,12.34,9.65,6.88,Kentucky
73905,97896,1714390,5028,8410,7914,225418,214320,11098,2015,22,8.59,8.08,13.15,12.5,6.8,Louisiana
28416,35633,499517,1774,3204,2893,58176,49446,8730,2015,23,8.99,8.12,11.65,9.9,6.24,Maine
96099,124109,2225627,6613,11371,10865,268862,242071,26791,2015,24,9.16,8.75,12.08,10.88,6.88,Maryland
123787,157324,3169374,7782,13734,12804,373362,291386,81976,2015,25,8.73,8.14,11.78,9.19,6.29,Massachusetts
151922,198259,3716216,10195,18046,15972,483074,360197,122877,2015,26,9.1,8.06,13.0,9.69,6.71,Michigan
101394,131724,2579486,6373,11727,10387,298713,254495,44218,2015,27,8.9,7.89,11.58,9.87,6.29,Minnesota
40925,55096,921415,2853,4318,4305,109136,95777,13359,2015,28,7.84,7.81,11.84,10.39,6.97,Mississippi
107538,141209,2444161,8193,15447,12738,310920,265786,45134,2015,29,10.94,9.02,12.72,10.87,7.62,Missouri
27498,32572,370730,1833,3213,2760,48488,38764,9724,2015,30,9.86,8.47,13.08,10.46,6.67,Montana
38089,48816,807256,2203,4148,3544,91470,75895,15575,2015,31,8.5,7.26,11.33,9.4,5.78,Nebraska
43591,56325,1125003,3685,7159,5585,165994,126651,39343,2015,32,12.71,9.92,14.75,11.26,8.45,Nevada
27350,34489,577125,1723,2866,2698,65830,51350,14480,2015,33,8.31,7.82,11.41,8.9,6.3,New Hampshire
170445,207121,3542291,13387,20220,20266,472027,422708,49319,2015,34,9.76,9.78,13.33,11.93,7.85,New Jersey
31150,40342,626222,2214,3673,3526,77722,65983,11739,2015,35,9.1,8.74,12.41,10.54,7.11,New Mexico
398948,476133,7952113,32072,49092,46740,1030162,885243,144919,2015,36,10.31,9.82,12.95,11.13,8.04,New York
151782,203298,3557844,10346,19485,16817,462884,348782,114102,2015,37,9.58,8.27,13.01,9.8,6.82,North Carolina
17934,22481,363493,1255,2227,1823,46374,40884,5490,2015,38,9.91,8.11,12.76,11.25,7.0,North Dakota
166588,232571,4685950,10553,19294,17672,559934,489333,70601,2015,39,8.3,7.6,11.95,10.44,6.33,Ohio
65933,85617,1366644,4779,7846,7250,173101,160680,12421,2015,40,9.16,8.47,12.67,11.76,7.25,Oklahoma
80950,101650,1492278,5231,10391,8095,202309,146020,56289,2015,41,10.22,7.96,13.56,9.79,6.46,Oregon
206903,276231,5290142,13048,22573,21721,607612,552103,55509,2015,42,8.17,7.86,11.49,10.44,6.31,Pennsylvania
21182,25386,425330,1273,2318,2091,46137,39847,6290,2015,44,9.13,8.24,10.85,9.37,6.01,Rhode Island
71951,96085,1664696,4951,9255,7749,212947,162311,50636,2015,45,9.63,8.06,12.79,9.75,6.88,South Carolina
19596,24059,353352,1165,2099,1738,37030,31183,5847,2015,46,8.72,7.22,10.48,8.82,5.95,South Dakota
88986,124858,2509963,6303,11403,9931,310515,254475,56040,2015,47,9.13,7.95,12.37,10.14,7.08,Tennessee
382583,522395,10248125,29117,55689,46208,1503865,1188836,315029,2015,48,10.66,8.85,14.67,11.6,7.61,Texas
53294,65817,1198487,3985,7919,6239,182734,128999,53735,2015,49,12.03,9.48,15.25,10.76,7.48,Utah
15982,18996,265949,921,1496,1369,28246,22723,5523,2015,50,7.88,7.21,10.62,8.54,5.76,Vermont
134648,180775,3210056,9296,17129,15509,410091,351584,58507,2015,51,9.48,8.58,12.78,10.95,6.9,Virginia
129906,163102,2554800,9270,17537,14179,346146,265662,80484,2015,53,10.75,8.69,13.55,10.4,7.14,Washington
25256,34746,568173,1758,2632,2752,61945,68362,-6417,2015,54,7.57,7.92,10.9,12.03,6.96,West Virginia
96669,127370,2490146,5782,10239,9048,274256,221324,52932,2015,55,8.04,7.1,11.01,8.89,5.98,Wisconsin
15785,18732,220369,1032,1837,1569,29199,27869,1330,2015,56,9.81,8.38,13.25,12.65,6.54,Wyoming
68087,93727,1672674,4278,7799,6501,199540,163560,35980,2016,1,8.32,6.94,11.93,9.78,6.28,Alabama
14020,18107,265074,989,1850,1642,34712,36489,-1777,2016,2,10.22,9.07,13.1,13.77,7.05,Alaska
92782,125127,2399844,6829,13840,10853,371685,286768,84917,2016,4,11.06,8.67,15.49,11.95,7.36,Arizona
45694,60969,1021631,3119,5482,4669,123840,100435,23405,2016,5,8.99,7.66,12.12,9.83,6.83,Arkansas
644397,817096,14347825,50088,91782,75459,2023790,1718753,305037,2016,6,11.23,9.24,14.11,11.98,7.77,California
115786,144873,2253996,8628,17575,13557,319340,260695,58645,2016,8,12.13,9.36,14.17,11.57,7.45,Colorado
64459,82498,1537974,4114,7858,6390,186082,144727,41355,2016,9,9.53,7.75,12.1,9.41,6.38,Connecticut
17490,22419,398809,1096,2288,1741,52769,45411,7358,2016,10,10.21,7.77,13.23,11.39,6.27,Delaware
16455,21520,520729,973,2303,1643,64956,52838,12118,2016,11,10.7,7.63,12.47,10.15,5.91,District of Columbia
385850,487164,7946150,31460,61251,46960,1140412,910916,229496,2016,12,12.57,9.64,14.35,11.46,8.15,Florida
155311,206270,3772270,11341,22203,17723,501835,391587,110248,2016,13,10.76,8.59,13.3,10.38,7.3,Georgia
22961,29965,529136,1395,2613,2215,58251,52821,5430,2016,15,8.72,7.39,11.01,9.98,6.08,Hawaii
33503,41001,564793,2228,4470,3485,75550,59680,15870,2016,16,10.9,8.5,13.38,10.57,6.65,Idaho
221163,284422,5412996,15528,26978,24016,654930,610246,44684,2016,17,9.49,8.44,12.1,11.27,7.02,Illinois
98232,135828,2731824,6172,11511,9423,324365,263422,60943,2016,18,8.47,6.94,11.87,9.64,6.28,Indiana
55944,74978,1349412,3243,5846,5013,137249,123800,13449,2016,19,7.8,6.69,10.17,9.17,5.8,Iowa
52638,69415,1191172,3435,6087,5259,132269,133732,-1463,2016,20,8.77,7.58,11.1,11.23,6.53,Kansas
62215,85626,1604806,4335,7068,6536,189735,161745,27990,2016,21,8.25,7.63,11.82,10.08,6.97,Kentucky
73800,98657,1697977,5187,8576,7816,197316,214774,-17458,2016,22,8.69,7.92,11.62,12.65,7.03,Louisiana
29104,36470,510477,1702,3467,2635,56988,46647,10341,2016,23,9.51,7.23,11.16,9.14,5.85,Maine
97125,126074,2273433,6276,11848,9878,270826,225021,45805,2016,24,9.4,7.84,11.91,9.9,6.46,Maryland
125922,160736,3230219,7729,15105,11693,369712,308126,61586,2016,25,9.4,7.27,11.45,9.54,6.14,Massachusetts
153350,200867,3808198,9987,17703,15080,461613,371007,90606,2016,26,8.81,7.51,12.12,9.74,6.51,Michigan
102226,133796,2624998,6512,12026,9936,314602,266355,48247,2016,27,8.99,7.43,11.98,10.15,6.37,Minnesota
40941,55382,936551,2711,4450,4170,108588,94208,14380,2016,28,8.04,7.53,11.59,10.06,6.62,Mississippi
109729,144707,2498720,8327,15766,12334,298253,242645,55608,2016,29,10.9,8.52,11.94,9.71,7.59,Missouri
27697,32980,374840,1840,3176,2764,44202,40132,4070,2016,30,9.63,8.38,11.79,10.71,6.64,Montana
38547,49549,821682,2178,4172,3436,88747,74589,14158,2016,31,8.42,6.93,10.8,9.08,5.65,Nebraska
44730,57998,1161034,3689,7235,5568,158665,128164,30501,2016,32,12.47,9.6,13.67,11.04,8.25,Nevada
27713,35086,594149,1673,3068,2468,66189,49433,16756,2016,33,8.74,7.03,11.14,8.32,6.04,New Hampshire
